,MedInc,Latitude,Longitude
11662,5.6677,33.86,-118.02
11663,5.3416,33.85,-118.02
11664,4.0865,33.85,-118.03
11665,3.9156,33.85,-118.03
11666,3.8864,33.85,-118.01
11667,4.6326,33.85,-118.01
11668,4.5083,33.85,-118.0
11669,3.4306,33.86,-118.01
11670,4.5,33.84,-118.01
11671,5.1775,33.84,-118.01
11672,4.4821,33.84,-118.02
11673,5.4746,33.84,-118.03
11674,3.4167,33.86,-117.99
11675,4.9777,33.85,-117.99
11676,4.0455,33.85,-118.0
11677,3.875,33.86,-118.0
11678,5.2548,33.85,-117.99
11679,5.103,33.84,-117.99
11680,4.0039,33.84,-118.0
11681,2.8169,33.84,-118.0
11682,3.139,33.87,-118.01
11683,3.0252,33.86,-117.99
11684,4.7083,33.88,-118.0
11685,3.369,33.88,-118.01
11686,4.2422,33.88,-117.99
11687,3.9559,33.88,-117.99
11688,2.735,33.88,-118.0
11689,3.1205,33.87,-117.99
11690,2.95,33.87,-118.0
11691,3.0147,33.87,-117.99
11692,3.59,33.87,-117.99
11693,2.9,33.86,-117.99
11694,7.1425,33.89,-117.98
11695,6.6704,33.88,-117.99
11696,4.5033,33.89,-117.99
11697,8.5621,33.89,-117.99
11698,5.1315,33.89,-117.97
11699,2.8649,33.89,-117.97
11700,5.0731,33.88,-117.97
11701,6.2427,33.88,-117.97
11702,9.0683,33.89,-117.97
11703,6.0394,33.88,-117.97
11704,10.2252,33.89,-117.97
11705,1.7083,39.17,-120.1
11706,2.1987,39.09,-120.06
11707,1.1912,39.15,-120.06
11708,4.1316,39.12,-120.2
11709,3.0375,39.14,-120.18
11710,3.9722,39.14,-120.16
11711,3.6563,39.17,-120.18
11712,2.9125,39.17,-120.15
11713,5.75,39.15,-120.15
11714,4.1016,39.2,-120.15
11715,3.5667,39.18,-120.12
11716,5.5456,39.19,-120.1
11717,3.9375,39.19,-120.1
11718,3.087,39.2,-120.1
11719,4.5795,39.21,-120.11
11720,3.1193,39.24,-120.11
11721,4.8182,39.23,-120.08
11722,4.962,39.24,-120.07
11723,3.01,39.25,-120.06
11724,2.65,39.24,-120.04
11725,4.1364,39.27,-120.04
11726,1.7609,39.24,-120.02
11727,3.0057,39.24,-120.02
11728,1.8269,39.24,-120.02
11729,2.6023,39.26,-120.01
11730,3.653,38.98,-120.91
11731,2.8155,39.02,-120.81
11732,2.2917,39.12,-120.69
11733,2.6319,39.02,-120.83
11734,2.5373,38.91,-121.06
11735,2.4273,38.9,-121.08
11736,4.2917,38.88,-121.06
11737,2.6701,38.89,-121.08
11738,1.7375,38.9,-121.07
11739,5.2903,38.89,-121.15
11740,3.3802,38.86,-121.12
11741,3.0917,38.87,-121.13
11742,4.2723,38.91,-121.15
11743,6.0,38.85,-121.08
11744,5.1721,38.74,-121.16
11745,6.4789,38.77,-121.14
11746,8.4882,38.75,-121.16
11747,4.2143,38.84,-121.14
11748,5.07,38.82,-121.14
11749,4.1685,38.8,-121.15
11750,6.1642,38.78,-121.18
11751,5.1857,38.8,-121.18
11752,3.1583,38.76,-121.21
11753,4.3962,38.75,-121.21
11754,6.5322,38.76,-121.17
11755,7.7499,38.73,-121.2
11756,6.0302,38.73,-121.18
11757,4.7941,38.75,-121.18
11758,5.4896,38.75,-121.24
11759,4.9,38.72,-121.24
11760,2.6065,38.74,-121.27
11761,5.3451,38.73,-121.26
11762,3.3941,38.74,-121.26
11763,5.419,38.73,-121.28
11764,6.0804,38.72,-121.27
11765,4.485,38.72,-121.25
11766,2.5083,38.75,-121.27
11767,4.05,38.74,-121.28
11768,3.6455,38.73,-121.3
11769,3.141,38.73,-121.36
11770,4.3897,38.74,-121.32
11771,4.0519,38.75,-121.31
11772,2.655,38.75,-121.3
11773,2.108,38.75,-121.28
11774,2.3611,38.74,-121.3
11775,4.2259,38.77,-121.33
11776,2.1366,38.76,-121.28
11777,2.7188,38.75,-121.27
11778,6.0097,38.76,-121.29
11779,5.8718,38.77,-121.28
11780,3.816,38.8,-121.28
11781,3.5288,38.78,-121.24
11782,0.8691,38.78,-121.24
11783,2.0807,38.78,-121.23
11784,6.3914,38.78,-121.22
11785,5.4498,38.82,-121.24
11786,5.5205,38.8,-121.25
11787,3.7904,38.79,-121.24
11788,3.1875,38.79,-121.24
11789,2.2292,38.79,-121.23
11790,3.5265,38.8,-121.22
11791,6.0,38.87,-121.19
11792,3.5607,38.83,-121.21
11793,4.4085,38.85,-121.19
11794,2.9484,38.83,-121.18
11795,4.0862,38.85,-121.39
11796,4.0282,39.0,-121.3
11797,2.7083,38.97,-121.31
11798,4.4958,38.92,-121.22
11799,4.4769,38.87,-121.27
11800,3.1691,38.9,-121.29
11801,2.7656,38.9,-121.28
11802,3.3889,38.89,-121.29
11803,3.4706,38.89,-121.3
11804,2.9866,38.89,-121.3
11805,2.8194,38.89,-121.32
11806,4.6771,38.92,-121.14
11807,3.0321,38.92,-121.1
11808,4.0679,38.91,-121.11
11809,1.0179,38.94,-121.1
11810,4.515,38.92,-121.07
11811,3.3021,38.92,-121.05
11812,4.3553,39.0,-121.15
11813,4.5129,38.95,-121.19
11814,1.8238,38.95,-121.11
11815,2.1287,38.95,-121.1
11816,4.7019,38.98,-121.06
11817,4.8214,38.97,-121.05
11818,5.2536,38.97,-121.09
11819,5.0126,39.0,-121.1
11820,2.7463,38.95,-121.08
11821,2.4278,38.93,-121.08
11822,4.7143,38.94,-121.07
11823,2.75,38.95,-121.04
11824,2.3696,39.04,-120.99
11825,3.6354,38.99,-120.98
11826,4.8051,39.0,-121.04
11827,3.9734,39.01,-121.02
11828,10.9891,39.0,-121.0
11829,3.9196,39.18,-120.87
11830,2.8603,39.15,-120.87
11831,3.0147,39.27,-120.58
11832,3.0,39.3,-120.33
11833,4.0819,39.28,-120.18
11834,3.3699,39.2,-120.22
11835,2.5326,39.12,-120.96
11836,3.0403,39.08,-120.98
11837,3.1972,39.05,-120.94
11838,1.8914,39.93,-120.98
11839,2.8125,39.93,-120.95
11840,2.0221,39.9,-120.93
11841,2.8812,39.93,-120.9
11842,3.5417,39.95,-120.9
11843,2.9559,39.96,-120.93
11844,2.6458,40.02,-120.92
11845,2.2656,39.9,-120.74
11846,2.1216,39.78,-120.57
11847,2.2019,39.72,-120.66
11848,3.9583,39.82,-120.74
11849,2.5893,39.75,-121.0
11850,2.2101,39.86,-121.14
11851,2.5156,39.79,-120.53
11852,2.375,39.78,-120.48
11853,1.7829,39.8,-120.45
11854,2.2717,39.83,-120.46
11855,2.1667,39.82,-120.38
11856,3.0625,39.8,-120.15
11857,2.2132,40.17,-120.94
11858,2.2067,40.08,-120.91
11859,1.5774,40.14,-120.94
11860,1.625,40.01,-121.23
11861,2.9554,40.13,-120.71
11862,2.625,40.27,-121.25
11863,3.5962,40.31,-121.24
11864,2.1524,40.29,-121.23
11865,5.8453,40.23,-121.19
11866,1.6944,40.19,-121.08
11867,3.4844,40.23,-121.06
11868,3.6477,40.3,-121.09
11869,1.6875,40.29,-121.14
11870,3.3462,40.25,-121.15
11871,2.5469,34.0,-117.35
11872,2.9688,33.99,-117.36
11873,2.4306,34.0,-117.37
11874,3.025,34.0,-117.37
11875,3.3622,34.0,-117.36
11876,3.6415,34.01,-117.37
11877,3.3687,34.0,-117.38
11878,2.7054,33.99,-117.38
11879,2.0284,33.98,-117.38
11880,3.145,33.98,-117.39
11881,3.0694,33.97,-117.41
11882,2.1151,33.98,-117.37
11883,1.6389,33.97,-117.38
11884,2.1528,33.98,-117.38
11885,1.1194,33.98,-117.37
11886,1.685,33.99,-117.37
11887,2.0436,33.98,-117.36
11888,2.5804,33.97,-117.37
11889,1.4514,33.97,-117.37
11890,1.95,33.97,-117.37
11891,2.025,33.98,-117.37
11892,2.6071,33.99,-117.35
11893,1.6943,33.98,-117.35
11894,3.024,33.97,-117.35
11895,2.7596,33.97,-117.36
11896,2.4667,33.98,-117.36
11897,7.2519,33.96,-117.37
11898,8.2405,33.96,-117.35
11899,7.6632,33.95,-117.35
11900,6.6635,33.94,-117.37
11901,8.5326,33.92,-117.36
11902,4.3176,33.97,-117.39
11903,2.6895,33.97,-117.38
11904,3.2917,33.96,-117.39
11905,3.575,33.96,-117.4
11906,3.4044,33.97,-117.39
11907,5.0194,33.97,-117.4
11908,3.8618,33.97,-117.4
11909,2.3798,33.96,-117.41
11910,3.864,33.96,-117.41
11911,4.337,33.97,-117.41
11912,12.5381,33.96,-117.44
11913,3.8682,33.96,-117.43
11914,3.7344,33.95,-117.44
11915,3.1384,33.95,-117.4
11916,2.4408,33.95,-117.4
11917,2.9583,33.95,-117.41
11918,3.0542,33.95,-117.41
11919,2.8173,33.95,-117.42
11920,2.7452,33.96,-117.42
11921,3.0208,33.96,-117.41
11922,3.4491,33.96,-117.38
11923,3.1667,33.95,-117.39
11924,4.125,33.95,-117.39
11925,1.1601,33.95,-117.4
11926,4.0833,33.96,-117.39
11927,4.3542,33.95,-117.37
11928,4.0966,33.94,-117.37
11929,4.0625,33.94,-117.38
11930,4.8333,33.93,-117.39
11931,3.7109,33.95,-117.39
11932,3.0509,33.94,-117.4
11933,2.2222,33.93,-117.4
11934,4.0156,33.93,-117.41
11935,3.5865,33.94,-117.4
11936,3.1458,33.94,-117.4
11937,2.87,33.94,-117.41
11938,3.25,33.94,-117.41
11939,3.1795,33.93,-117.42
11940,2.4435,33.94,-117.41
11941,3.5403,33.94,-117.42
11942,4.1528,33.94,-117.42
11943,4.0526,33.95,-117.43
11944,4.5122,33.93,-117.43
11945,2.1865,33.93,-117.43
11946,2.4922,33.93,-117.43
11947,4.6327,33.93,-117.44
11948,2.1023,33.94,-117.45
11949,3.9118,33.94,-117.44
11950,3.9128,33.94,-117.44
11951,4.1776,33.94,-117.44
11952,4.375,33.93,-117.44
11953,3.2731,33.93,-117.45
11954,3.0437,33.92,-117.44
11955,3.7333,33.91,-117.45
11956,2.2548,33.92,-117.45
11957,2.3851,33.92,-117.39
11958,3.6667,33.9,-117.4
11959,4.2788,33.9,-117.44
11960,4.3222,33.91,-117.43
11961,7.7197,33.89,-117.42
11962,2.7083,34.01,-117.4
11963,2.6442,34.01,-117.41
11964,3.05,34.02,-117.43
11965,4.2321,34.02,-117.42
11966,1.6955,34.0,-117.4
11967,2.0742,34.0,-117.4
11968,1.9052,34.0,-117.41
11969,4.2589,33.98,-117.43
11970,3.0606,33.98,-117.42
11971,2.76,34.01,-117.45
11972,3.0909,34.01,-117.43
11973,1.4719,34.0,-117.41
11974,3.016,34.0,-117.42
11975,4.566,33.99,-117.43
11976,4.5625,33.99,-117.44
11977,4.4063,34.0,-117.5
11978,4.84,33.99,-117.49
11979,3.3966,33.98,-117.48
11980,4.8371,33.98,-117.49
11981,4.2099,33.98,-117.5
11982,4.9886,33.98,-117.47
11983,4.369,34.01,-117.48
11984,3.6711,34.02,-117.49
11985,4.4545,34.02,-117.49
11986,2.1764,34.02,-117.51
11987,3.8529,34.0,-117.48
11988,3.2067,34.0,-117.51
11989,5.2759,33.99,-117.52
11990,3.8906,33.97,-117.53
11991,4.0833,33.97,-117.53
11992,3.6691,33.97,-117.51
11993,5.3269,34.02,-117.53
11994,3.1859,33.94,-117.6
11995,2.6979,34.0,-117.55
11996,4.2263,33.94,-117.53
11997,4.4762,33.94,-117.55
11998,1.625,33.94,-117.56
11999,7.0215,33.94,-117.56
12000,7.5408,33.93,-117.57
12001,5.9333,33.95,-117.55
12002,5.4872,33.91,-117.59
12003,3.5525,33.9,-117.57
12004,2.3417,33.89,-117.56
12005,5.6973,33.89,-117.55
12006,5.1695,33.89,-117.52
12007,7.2379,33.91,-117.6
12008,4.1865,33.93,-117.55
12009,4.8167,33.92,-117.55
12010,3.4459,33.9,-117.55
12011,6.1561,33.92,-117.53
12012,6.155,33.92,-117.58
12013,5.3735,33.91,-117.57
12014,7.8118,33.93,-117.59
12015,4.3723,33.93,-117.5
12016,3.2857,33.91,-117.49
12017,2.9821,33.92,-117.5
12018,4.55,33.92,-117.5
12019,4.9984,33.95,-117.51
12020,3.6979,33.95,-117.46
12021,4.1264,33.95,-117.47
12022,4.2985,33.96,-117.5
12023,4.8214,33.95,-117.5
12024,1.7059,33.94,-117.46
12025,3.0687,33.94,-117.47
12026,2.7813,33.94,-117.48
12027,3.1985,33.94,-117.48
12028,4.0256,33.94,-117.49
12029,3.0122,33.93,-117.46
12030,3.7431,33.93,-117.46
12031,3.5208,33.92,-117.46
12032,3.4028,33.93,-117.47
12033,3.2311,33.94,-117.47
12034,3.5227,33.94,-117.46
12035,2.6776,33.93,-117.48
12036,3.6583,33.92,-117.47
12037,3.9522,33.93,-117.49
12038,2.2241,33.91,-117.47
12039,3.3187,33.9,-117.46
12040,4.7295,33.89,-117.48
12041,3.6071,33.9,-117.49
12042,4.2207,33.91,-117.48
12043,6.8089,33.88,-117.44
12044,4.0556,33.89,-117.51
12045,4.131,33.88,-117.51
12046,2.5656,33.88,-117.52
12047,3.1312,33.88,-117.53
12048,5.0493,33.87,-117.5
12049,2.4861,33.88,-117.56
12050,2.3654,33.89,-117.58
12051,2.2372,33.88,-117.55
12052,2.2197,33.87,-117.57
12053,2.0682,33.88,-117.56
12054,2.316,33.88,-117.57
12055,2.3036,33.88,-117.57
12056,1.6875,33.87,-117.58
12057,2.4387,33.88,-117.59
12058,2.6111,33.88,-117.59
12059,2.2969,33.88,-117.58
12060,2.3333,33.87,-117.57
12061,5.1929,33.87,-117.57
12062,5.0464,33.87,-117.58
12063,3.2917,33.87,-117.58
12064,3.5313,33.87,-117.58
12065,4.8686,33.85,-117.55
12066,5.4788,33.83,-117.56
12067,5.2861,33.85,-117.58
12068,4.125,33.82,-117.54
12069,4.2386,33.83,-117.55
12070,5.3006,33.85,-117.6
12071,5.2898,33.86,-117.56
12072,3.9414,33.87,-117.55
12073,5.5360000000000005,33.88,-117.64
12074,4.2721,33.87,-117.6
12075,5.195,33.86,-117.6
12076,3.4419,33.87,-117.6
12077,6.2308,33.87,-117.64
12078,3.55,33.84,-117.52
12079,4.46,33.83,-117.52
12080,5.5362,33.83,-117.53
12081,4.7965,33.76,-117.54
12082,5.1365,33.82,-117.52
12083,4.6875,33.88,-117.36
12084,5.1512,33.9,-117.33
12085,5.363,33.89,-117.34
12086,5.1624,33.89,-117.38
12087,5.0346,33.88,-117.36
12088,3.1103,33.86,-117.26
12089,5.1045,33.87,-117.33
12090,2.9542,33.85,-117.3
12091,2.3229,33.85,-117.28
12092,4.2273,33.81,-117.43
12093,4.4875,33.76,-117.4
12094,5.4625,33.85,-117.4
12095,2.7232,33.84,-117.26
12096,4.8125,33.87,-117.32
12097,2.5379,33.89,-117.28
12098,4.1883,33.96,-117.34
12099,3.7585,33.96,-117.32
12100,7.4141,33.94,-117.34
12101,5.5563,33.94,-117.34
12102,5.2713,33.94,-117.31
12103,1.9531,33.98,-117.33
12104,1.625,33.97,-117.33
12105,3.175,34.0,-117.34
12106,1.7579,33.98,-117.34
12107,4.711,33.99,-117.32
12108,3.4896,33.97,-117.31
12109,4.6667,33.97,-117.29
12110,2.725,34.01,-117.35
12111,2.275,34.02,-117.34
12112,4.4063,34.01,-117.32
12113,4.7877,33.95,-117.24
12114,3.5851,33.94,-117.23
12115,4.2775,33.95,-117.25
12116,5.252999999999999,33.96,-117.23
12117,5.2174,33.95,-117.21
12118,6.3223,33.94,-117.14
12119,5.6409,33.97,-117.21
12120,1.3125,33.94,-117.28
12121,2.1574,33.92,-117.28
12122,3.0907,33.92,-117.27
12123,3.1042,33.93,-117.27
12124,1.6111,33.94,-117.24
12125,3.2705,33.93,-117.24
12126,4.2654,33.93,-117.25
12127,4.1482,33.92,-117.25
12128,4.0473,33.91,-117.23
12129,4.1953,33.89,-117.23
12130,3.0789,33.94,-117.23
12131,3.2148,33.93,-117.22
12132,4.0938,33.92,-117.22
12133,5.0223,33.93,-117.21
12134,4.7568,33.92,-117.16
12135,4.0467,33.9,-117.22
12136,3.5781,33.89,-117.13
12137,4.189,33.9,-117.19
12138,2.625,33.87,-117.22
12139,2.8194,33.85,-117.24
12140,4.6,33.83,-117.17
12141,3.6618,33.83,-117.2
12142,4.0833,33.83,-117.23
12143,3.9052,33.82,-117.21
12144,3.4237,33.81,-117.22
12145,2.1848,33.71,-117.21
12146,2.5335,33.72,-117.2
12147,1.9912,33.72,-117.2
12148,2.0881,33.71,-117.2
12149,2.3276,33.7,-117.2
12150,1.9014,33.7,-117.19
12151,4.5881,33.69,-117.19
12152,5.3238,33.68,-117.27
12153,3.58,33.7,-117.25
12154,3.8869,33.68,-117.23
12155,3.125,33.66,-117.22
12156,4.1386,33.66,-117.17
12157,2.375,33.67,-117.07
12158,3.8036,33.83,-117.11
12159,4.1875,33.78,-117.11
12160,4.065,33.82,-117.08
12161,1.3417,33.78,-117.18
12162,2.2618,33.75,-117.11
12163,2.625,33.76,-117.16
12164,2.5221,33.74,-117.22
12165,2.5847,33.78,-117.06
12166,3.2778,33.81,-117.14
12167,4.0717,33.8,-117.22
12168,1.972,33.71,-117.09
12169,2.7983,33.72,-117.07
12170,2.1182,33.74,-117.11
12171,3.1319,33.7,-117.15
12172,2.6322,33.73,-117.16
12173,2.2969,33.79,-117.23
12174,1.9767,33.78,-117.23
12175,2.0,33.77,-117.23
12176,2.4662,33.83,-117.29
12177,4.0982,33.8,-117.32
12178,2.1549,33.81,-117.26
12179,2.8401,33.77,-117.24
12180,2.1484,33.75,-117.31
12181,2.0878,33.77,-117.27
12182,2.817,33.72,-117.29
12183,2.1667,33.72,-117.28
12184,5.3275,33.69,-117.39
12185,3.2481,33.7,-117.37
12186,3.1513,33.71,-117.34
12187,3.1832,33.67,-117.31
12188,3.102,33.69,-117.35
12189,1.9194,33.67,-117.33
12190,4.2788,33.68,-117.35
12191,3.375,33.67,-117.38
12192,2.2423,33.67,-117.38
12193,2.5395,33.64,-117.35
12194,3.8056,33.63,-117.29
12195,2.6949,33.66,-117.28
12196,9.4356,33.55,-117.43
12197,3.2258,33.6,-117.36
12198,3.5125,33.65,-117.25
12199,3.235,33.64,-117.19
12200,3.6273,33.61,-117.21
12201,4.5936,33.58,-117.2
12202,4.7944,33.61,-117.16
12203,4.3651,33.61,-117.12
12204,3.9443,33.57,-117.16
12205,3.7538,33.54,-117.16
12206,4.8083,33.52,-117.05
12207,4.125,33.52,-116.96
12208,4.3833,33.56,-117.1
12209,3.244,33.6,-117.02
12210,4.2917,33.62,-116.96
12211,6.9136,33.48,-117.22
12212,3.475,33.53,-117.19
12213,6.992999999999999,33.51,-117.18
12214,3.9963,33.49,-117.12
12215,4.5841,33.52,-117.12
12216,4.6904,33.45,-117.15
12217,2.83,33.46,-116.99
12218,3.9617,33.57,-117.23
12219,5.5351,33.55,-117.27
12220,5.2066,33.51,-117.32
12221,3.0043,33.71,-117.02
12222,3.1591,33.71,-116.91
12223,5.3623,33.73,-116.89
12224,4.4792,33.68,-116.95
12225,2.1071,33.65,-116.9
12226,2.8125,33.63,-116.92
12227,1.9961,33.73,-116.99
12228,2.3712,33.74,-116.9
12229,2.0714,33.75,-116.95
12230,1.7847,33.75,-116.95
12231,2.964,33.75,-116.93
12232,3.6806,33.74,-116.93
12233,2.4554,33.74,-116.95
12234,3.069,33.73,-116.96
12235,3.2371,33.73,-116.95
12236,2.7083,33.74,-116.95
12237,4.6406,33.74,-116.94
12238,3.7175,33.73,-116.94
12239,4.0433,33.73,-116.93
12240,2.5898,33.75,-116.96
12241,1.942,33.74,-116.97
12242,1.3039,33.75,-116.97
12243,1.4366,33.75,-116.99
12244,1.8446,33.74,-116.98
12245,2.2161,33.74,-116.97
12246,2.2115,33.74,-116.96
12247,2.4145,33.77,-116.94
12248,1.8015,33.75,-117.01
12249,1.7079,33.76,-116.95
12250,1.9707,33.77,-116.98
12251,2.1722,33.76,-116.99
12252,2.1103,33.74,-117.0
12253,1.9476,33.73,-117.02
12254,2.2925,33.77,-116.99
12255,2.8393,33.76,-117.02
12256,2.6830000000000003,33.83,-116.98
12257,2.3,33.81,-117.02
12258,2.1979,33.79,-116.95
12259,1.8845,33.79,-116.95
12260,2.0135,33.79,-116.96
12261,2.535,33.78,-116.97
12262,1.7303,33.78,-116.95
12263,2.0577,33.79,-116.89
12264,2.5612,33.76,-116.87
12265,1.5982,33.74,-116.88
12266,2.0154,33.75,-116.89
12267,2.3169,33.75,-116.91
12268,2.9330000000000003,33.73,-116.86
12269,2.4167,34.0,-117.04
12270,2.5357,34.0,-117.06
12271,3.5255,34.0,-117.04
12272,4.7356,33.99,-116.99
12273,2.3355,33.97,-117.01
12274,3.1393,33.97,-116.95
12275,2.4322,33.96,-116.97
12276,2.7344,33.98,-117.11
12277,2.8783,33.95,-117.02
12278,3.125,33.89,-117.03
12279,1.4063,33.94,-116.96
12280,3.7083,33.92,-116.99
12281,2.3977,33.97,-116.86
12282,1.4688,33.99,-116.79
12283,1.6875,33.92,-116.77
12284,1.3286,33.9,-116.81
12285,3.0417,33.86,-116.89
12286,1.625,33.86,-116.95
12287,2.7788,33.84,-116.86
12288,3.4545,33.94,-116.98
12289,1.9472,33.93,-116.98
12290,3.0432,33.94,-116.97
12291,1.4240000000000002,33.93,-116.97
12292,2.1581,33.93,-116.98
12293,3.6339,33.98,-116.9
12294,2.0549,33.93,-116.93
12295,2.0976,33.93,-116.89
12296,1.2188,33.93,-116.88
12297,2.2321,33.93,-116.9
12298,5.5,34.0,-116.91
12299,2.218,33.94,-116.87
12300,1.4556,33.93,-116.87
12301,2.7536,33.91,-116.87
12302,2.6643,33.92,-116.89
12303,3.3333,33.83,-116.75
12304,3.4167,33.8,-116.8
12305,3.0625,33.75,-116.71
12306,3.5882,33.71,-116.68
12307,2.9141,33.62,-116.74
12308,3.8281,33.52,-116.8
12309,2.8071,33.48,-116.89
12310,3.0380000000000003,33.57,-116.87
12311,2.355,33.56,-116.72
12312,2.9167,33.61,-116.48
12313,6.2702,33.64,-116.57
12314,3.0694,33.46,-116.76
12315,2.5625,33.51,-116.42
12316,2.1830000000000003,33.49,-116.6
12317,1.9107,33.5,-116.69
12318,2.7219,33.82,-116.39
12319,3.0208,33.94,-116.71
12320,1.95,33.89,-116.51
12321,2.8056,33.93,-116.61
12322,1.1917,33.94,-116.57
12323,3.5208,34.0,-116.57
12324,1.6849,33.93,-116.44
12325,1.7844,33.88,-116.36
12326,3.3616,33.97,-116.52
12327,1.4665,33.96,-116.51
12328,2.625,33.95,-116.53
12329,1.6983,33.95,-116.5
12330,1.7388,33.94,-116.51
12331,2.3382,33.96,-116.48
12332,3.2578,33.94,-116.47
12333,1.8,33.94,-116.48
12334,4.0417,33.98,-116.5
12335,4.0729,33.84,-116.51
12336,1.5227,33.89,-116.63
12337,3.6875,33.84,-116.52
12338,1.9167,33.87,-116.54
12339,3.3897,33.84,-116.57
12340,2.9647,33.85,-116.53
12341,5.7613,33.84,-116.55
12342,2.5885,33.84,-116.53
12343,3.4886,33.85,-116.52
12344,2.1042,33.82,-116.5
12345,2.9569,33.82,-116.49
12346,2.5212,33.82,-116.52
12347,1.5595,33.82,-116.54
12348,2.6083,33.83,-116.56
12349,3.6667,33.8,-116.48
12350,2.5399,33.81,-116.5
12351,3.4394,33.81,-116.52
12352,2.1176,33.81,-116.54
12353,3.1493,33.81,-116.54
12354,3.7396,33.8,-116.49
12355,2.2216,33.8,-116.54
12356,3.1364,33.76,-116.57
12357,2.25,33.69,-116.5
12358,3.9737,33.79,-116.54
12359,2.5489,33.78,-116.53
12360,4.6855,33.88,-116.53
12361,1.7204,33.84,-116.48
12362,2.6298,33.79,-116.48
12363,4.3111,33.84,-116.47
12364,3.9508,33.82,-116.46
12365,2.4497,33.81,-116.47
12366,2.1411,33.79,-116.46
12367,3.5223,33.81,-116.43
12368,4.9444,33.79,-116.42
12369,6.1437,33.78,-116.43
12370,3.0859,33.78,-116.45
12371,7.6281,33.76,-116.42
12372,6.8729,33.78,-116.4
12373,3.6161,33.8,-116.45
12374,3.3799,33.78,-116.36
12375,4.084,33.74,-116.38
12376,4.0360000000000005,33.75,-116.33
12377,3.2846,33.73,-116.31
12378,1.3801,33.78,-116.46
12379,2.5477,33.78,-116.46
12380,4.4107,33.77,-116.47
12381,3.3162,33.78,-116.47
12382,4.0079,33.73,-116.38
12383,3.312,33.72,-116.37
12384,3.5569,33.72,-116.39
12385,4.5556,33.71,-116.38
12386,6.9833,33.69,-116.39
12387,3.0021,33.72,-116.37
12388,2.2439,33.77,-116.44
12389,3.7727,33.75,-116.43
12390,7.9885,33.74,-116.44
12391,3.3639,33.74,-116.41
12392,2.4659,33.74,-116.41
12393,2.2208,33.68,-116.42
12394,7.8005,33.69,-116.37
12395,7.4382,33.72,-116.33
12396,5.6918,33.67,-116.29
12397,2.8882,33.68,-116.3
12398,2.9187,33.67,-116.31
12399,3.3333,33.67,-116.31
12400,3.6354,33.66,-116.31
12401,4.5938,33.65,-116.31
12402,3.1086,33.72,-116.26
12403,2.7667,33.69,-116.25
12404,3.2833,33.7,-116.22
12405,3.8125,33.76,-116.24
12406,4.7195,33.74,-116.29
12407,3.1771,33.72,-116.29
12408,3.4583,33.81,-116.25
12409,2.025,33.75,-116.25
12410,3.775,33.72,-116.24
12411,2.7598,33.71,-116.24
12412,3.0682,33.73,-116.24
12413,3.3107,33.74,-116.22
12414,3.0673,33.75,-116.21
12415,2.3169,33.72,-116.21
12416,2.1217,33.73,-116.22
12417,2.8648,33.73,-116.23
12418,1.7083,33.71,-116.21
12419,1.7172,33.72,-116.22
12420,2.2989,33.7,-116.2
12421,1.7805,33.72,-116.23
12422,2.444,33.71,-116.23
12423,2.9286,33.69,-116.15
12424,2.0871,33.64,-116.11
12425,1.6557,33.64,-116.15
12426,2.5,33.63,-116.2
12427,3.8846,33.66,-116.21
12428,1.5809,33.68,-116.21
12429,3.0114,33.68,-116.25
12430,10.2948,33.65,-116.26
12431,2.1287,33.53,-116.17
12432,1.654,33.53,-116.12
12433,1.7344,33.51,-116.01
12434,2.0347,33.49,-115.84
12435,2.2679,33.68,-116.16
12436,2.5714,33.67,-116.17
12437,1.9306,33.66,-116.17
12438,1.7297,33.67,-116.19
12439,2.2141,33.67,-116.18
12440,2.375,33.69,-116.18
12441,2.5383,33.69,-116.19
12442,2.425,33.86,-116.08
12443,1.625,33.54,-115.22
12444,1.2656,33.92,-114.67
12445,3.1827,33.88,-115.58
12446,3.2097,33.82,-114.98
12447,1.6154,33.97,-114.49
12448,2.9653,33.6,-114.65
12449,1.6395,33.49,-114.68
12450,1.6509,33.69,-114.56
12451,3.1917,33.64,-114.57
12452,1.925,33.57,-114.57
12453,2.0833,33.52,-114.57
12454,2.1782,33.61,-114.59
12455,2.1759,33.62,-114.61
12456,2.6797,33.62,-114.6
12457,3.3438,33.63,-114.58
12458,0.536,33.62,-114.62
12459,2.6768,33.61,-114.58
12460,1.625,33.6,-114.6
12461,3.9167,38.58,-121.43
12462,4.0972,38.57,-121.43
12463,3.7731,38.57,-121.42
12464,3.9271,38.58,-121.44
12465,3.5893,38.57,-121.43
12466,3.776,38.57,-121.44
12467,3.0208,38.58,-121.44
12468,3.4914,38.58,-121.45
12469,3.5313,38.57,-121.45
12470,3.8914,38.58,-121.46
12471,1.7765,38.58,-121.46
12472,1.5922,38.58,-121.47
12473,2.3266,38.58,-121.47
12474,2.6976,38.58,-121.47
12475,2.01,38.58,-121.48
12476,1.6277,38.58,-121.48
12477,1.4034,38.58,-121.49
12478,1.6116,38.59,-121.48
12479,1.0313,38.59,-121.49
12480,1.4375,38.58,-121.49
12481,0.7526,38.58,-121.5
12482,2.5821,38.58,-121.5
12483,3.358,38.57,-121.5
12484,0.9196,38.58,-121.49
12485,1.245,38.58,-121.48
12486,1.4301,38.57,-121.48
12487,1.625,38.57,-121.48
12488,1.7568,38.57,-121.49
